8+43   _51
46+2   _48
456+5  _461
431+17 _448
63+0   _63
85+31  _116
2*608  _1216  
3+272  _275
78+9   _87
66*902 _59532 
87+50  _137
368*7  _2576  
669*532_355908
23*835 _19205 
35*225 _7875  
91*207 _18837 
5+34   _39
41*53  _2173  
881*80 _70480 
1*555  _555   
74+2   _76
64+429 _493
83+9   _92
1+821  _822
94+10  _104
94+91  _185
907+634_1541
77*14  _1078  
86+92  _178
187+8  _195
98+77  _175
7*93   _651   
679*1  _679   
11*428 _4708  
12*610 _7320  
8+21   _29
48*46  _2208  
7+802  _809
84+846 _930
5+928  _933
6+14   _20
0+518  _518
42*52  _2184  
8*412  _3296  
365*860_313900
74*41  _3034  
12+53  _65
754+163_917
7+429  _436
83+749 _832
861+27 _888
694*13 _9022  
5*17   _85    
11+490 _501
97*9   _873   
1+557  _558
5+968  _973
61+6   _67
78*377 _29406 
710+59 _769
570+64 _634
87*90  _7830  
6*501  _3006  
893*235_209855
7*933  _6531  
76+663 _739
88+933 _1021
16*0   _0     
561+50 _611
785*85 _66725 
79*8   _632   
9*914  _8226  
973+4  _977
517*61 _31537 
9*242  _2178  
739+52 _791
565*236_133340
4+949  _953
1*268  _268   
445*28 _12460 
0*511  _0     
527+89 _616
740+125_865
29*21  _609   
844*6  _5064  
787*537_422619
71+8   _79
891*2  _1782  
156+26 _182
23+6   _29
573*1  _573   
725*8  _5800  
60*522 _31320 
454+376_830
4*376  _1504  
0*689  _0     
15+20  _35
2*81   _162   
551*139_76589 
131*5  _655   
7*281  _1967  
10+21  _31
797+65 _862
152*2  _304   
5*544  _2720  
4*43   _172   
3+154  _157
90+566 _656
9+72   _81
988*8  _7904  
102*90 _9180  
1+953  _954
319*1  _319   
196+0  _196
206+592_798
88*21  _1848  
548+405_953
253*37 _9361  
739+739_1478
83*1   _83    
6*990  _5940  
5*97   _485   
877*51 _44727 
3*259  _777   
658*87 _57246 
705+2  _707
21+25  _46
111+0  _111
3+55   _58
8*145  _1160  
54+742 _796
33*99  _3267  
41+82  _123
112+62 _174
268+53 _321
7+95   _102
253+331_584
1+810  _811
80+7   _87
58+744 _802
12+809 _821
4+924  _928
69*90  _6210  
531+2  _533
3+104  _107
24*579 _13896 
2+854  _856
69+591 _660
801+81 _882
6*77   _462   
117*28 _3276  
527+274_801
2+92   _94
726+557_1283
39*10  _390   
8*917  _7336  
26*433 _11258 
35+82  _117
21*389 _8169  
26+743 _769
460+6  _466
2*607  _1214  
94*3   _282   
326+882_1208
549+14 _563
97+8   _105
83*22  _1826  
83*7   _581   
188*536_100768
197+5  _202
2*384  _768   
27*56  _1512  
256*9  _2304  
745+7  _752
74*3   _222   
12+119 _131
230*5  _1150  
98*70  _6860  
61*25  _1525  
567+9  _576
71*614 _43594 
29*419 _12151 
15*38  _570   
99+909 _1008
198+21 _219
137+31 _168
46*192 _8832  
234*491_114894
6+93   _99
375+5  _380
86*905 _77830 
3+51   _54
2+894  _896
55*869 _47795 
628*3  _1884  
544+58 _602
194+5  _199
842*5  _4210  
221+686_907
666+406_1072
37+686 _723
14*27  _378   
92+48  _140
7*92   _644   
971*5  _4855  
403+2  _405
3+709  _712
13+5   _18
39+81  _120
515+882_1397
19+43  _62
60*7   _420   
833*9  _7497  
838*281_235478
844+851_1695
790+254_1044
1+99   _100
63*132 _8316  
4+359  _363
76*75  _5700  
638+8  _646
28*9   _252   
67+2   _69
93+429 _522
4+60   _64
88+451 _539
854+72 _926
539+223_762
888*2  _1776  
109*4  _436   
504+0  _504
360*88 _31680 
301+720_1021
98+297 _395
364*977_355628
921*587_540627
94+34  _128
371*977_362467
626*4  _2504  
94*6   _564   
6+913  _919
1*518  _518   
921+820_1741
254*75 _19050 
65*924 _60060 
9*33   _297   
6*358  _2148  
62*998 _61876 
88+955 _1043
884*200_176800
89+7   _96
22+406 _428
296*448_132608
317+3  _320
800*55 _44000 
843+32 _875
126*5  _630   
49+33  _82
8*878  _7024  
90*9   _810   
139*217_30163 
78+79  _157
945*94 _88830 
71+88  _159
670*132_88440 
138*45 _6210  
95*73  _6935  
4*921  _3684  
481+66 _547
18+178 _196
10*424 _4240  
11+716 _727
95+780 _875
0*559  _0     
825*8  _6600  
99+461 _560
45+74  _119
1*888  _888   
50+85  _135
373+10 _383
262+724_986
25*434 _10850 
430*6  _2580  
653+7  _660
74+47  _121
97+740 _837
229*36 _8244  
19*345 _6555  
21+51  _72
120*4  _480   
5*701  _3505  
271*247_66937 
315+16 _331
872+825_1697
2+680  _682
797+304_1101
33+543 _576
823*2  _1646  
966+86 _1052
735+56 _791
98+837 _935
70*937 _65590 
145*5  _725   
417*11 _4587  
9*423  _3807  
3+53   _56
3*91   _273   
288*36 _10368 
1*21   _21    
713*327_233151
18*666 _11988 
9+58   _67
834*1  _834   
15+143 _158
41*57  _2337  
8+95   _103
25*2   _50    
218+3  _221
50*53  _2650  
6+64   _70
5+424  _429
7*27   _189   
769+593_1362
636+43 _679
37+63  _100
305+468_773
260+4  _264
7*11   _77    
81+429 _510
62*638 _39556 
248*314_77872 
317*48 _15216 
9*24   _216   
360+70 _430
3+923  _926
596*4  _2384  
5+94   _99
930*37 _34410 
23*82  _1886  
99+3   _102
646+29 _675
921*526_484446
484*0  _0     
364*145_52780 
99*531 _52569 
3+900  _903
17+86  _103
83+95  _178
6*767  _4602  
177+4  _181
940*40 _37600 
112*528_59136 
8+873  _881
329*11 _3619  
99+207 _306
213*5  _1065  
48*7   _336   
98+45  _143
0+81   _81
578*4  _2312  
427+214_641
35+1   _36
22+97  _119
0+893  _893
31*77  _2387  
4*74   _296   
854+415_1269
219*2  _438   
92+386 _478
95+1   _96
49+248 _297
359*324_116316
342+7  _349
265*20 _5300  
817+9  _826
346+59 _405
86*75  _6450  
25+44  _69
3+687  _690
549+8  _557
5*38   _190   
914+6  _920
4+560  _564
51*2   _102   
37*46  _1702  
4+93   _97
75+13  _88
1+520  _521
832*72 _59904 
15*2   _30    
79*2   _158   
357+7  _364
617+57 _674
41*38  _1558  
72*256 _18432 
96*6   _576   
792+270_1062
541+1  _542
94+97  _191
31+258 _289
24+82  _106
83*290 _24070 
7*640  _4480  
55+682 _737
568+4  _572
339+4  _343
4*523  _2092  
210+0  _210
0+592  _592
627+5  _632
3+18   _21
79+6   _85
6*87   _522   
474+86 _560
46*16  _736   
393*8  _3144  
941+71 _1012
75*1   _75    
82+96  _178
2+693  _695
4*305  _1220  
78+5   _83
582*86 _50052 
173+22 _195
204*20 _4080  
7*874  _6118  
745+218_963
473+609_1082
26*591 _15366 
107*9  _963   
604*3  _1812  
239*32 _7648  
39*9   _351   
260+6  _266
959*195_187005
379+5  _384
639+7  _646
28+628 _656
19*18  _342   
6*727  _4362  
32+928 _960
1*37   _37    
751+22 _773
58*494 _28652 
9*80   _720   
64+3   _67
2*50   _100   
10+8   _18
895*379_339205
281*4  _1124  
545*46 _25070 
371*85 _31535 
407+4  _411
46+75  _121
0*452  _0     
36*94  _3384  
23+63  _86
75*6   _450   
946+65 _1011
2*285  _570   
965*84 _81060 
979*4  _3916  
54+35  _89
15*567 _8505  
1*45   _45    
191*264_50424 
282*735_207270
887*113_100231
95*754 _71630 
59+273 _332
554+941_1495
90+816 _906
953+332_1285
300*4  _1200  
574+90 _664
368+6  _374
63*29  _1827  
478*600_286800
0*276  _0     
8*986  _7888  
45+5   _50
0*381  _0     
2+860  _862
9+731  _740
468+2  _470
36+6   _42
133*0  _0     
714*549_391986
67+39  _106
18*92  _1656  
312+289_601
226*5  _1130  
16*78  _1248  
173+52 _225
6+63   _69
286+3  _289
324+489_813
822*549_451278
958+811_1769
458*270_123660
739+53 _792
98*1   _98    
41+114 _155
62*5   _310   
1+67   _68
379+85 _464
8*576  _4608  
604*93 _56172 
721*51 _36771 
4*365  _1460  
4+27   _31
79*0   _0     
60*29  _1740  
249+848_1097
44+782 _826
43*49  _2107  
4*531  _2124  
278*953_264934
7+206  _213
488*1  _488   
49+13  _62
302+6  _308
28+34  _62
26+49  _75
42+38  _80
41*71  _2911  
1*10   _10    
193*9  _1737  
86+776 _862
2+683  _685
0*483  _0     
719*97 _69743 
67+178 _245
65+864 _929
35+900 _935
216*72 _15552 
516+63 _579
77+898 _975
43+1   _44
4*995  _3980  
601+8  _609
48*507 _24336 
158*54 _8532  
14+486 _500
4*819  _3276  
59+74  _133
538+3  _541
630*7  _4410  
0*54   _0     
259*403_104377
111+788_899
6*513  _3078  
912*384_350208
807*0  _0     
773*49 _37877 
627+6  _633
42+35  _77
9*477  _4293  
888*147_130536
4*932  _3728  
482+6  _488
29+36  _65
4*14   _56    
849+17 _866
705+7  _712
9+70   _79
535*345_184575
331+957_1288
78*188 _14664 
855*8  _6840  
801*763_611163
3*62   _186   
390+604_994
502*8  _4016  
75*9   _675   
6+18   _24
702*394_276588
513*8  _4104  
273*46 _12558 
734+5  _739
76*13  _988   
237+24 _261
28+497 _525
662+245_907
41*591 _24231 
926+58 _984
64*98  _6272  
72*58  _4176  
473*52 _24596 
87+20  _107
197+349_546
321+74 _395
75+0   _75
0*44   _0     
7*29   _203   
672+4  _676
83+830 _913
33*932 _30756 
92*42  _3864  
391*22 _8602  
433*40 _17320 
39*650 _25350 
75*216 _16200 
691+931_1622
593*68 _40324 
631*901_568531
4*15   _60    
603*1  _603   
80*5   _400   
6*326  _1956  
279+35 _314
98*543 _53214 
6*270  _1620  
15+39  _54
767+5  _772
183*66 _12078 
32+90  _122
22*188 _4136  
11*835 _9185  
791+372_1163
334+6  _340
492*906_445752
143*2  _286   
151+1  _152
419+644_1063
48*81  _3888  
160+489_649
865+9  _874
16*3   _48    
0*765  _0     
897*5  _4485  
1+84   _85
46*64  _2944  
27+6   _33
70*92  _6440  
227*139_31553 
726+8  _734
919+37 _956
612+7  _619
217*59 _12803 
7*73   _511   
57+1   _58
4+42   _46
66*95  _6270  
2+159  _161
36+8   _44
0+241  _241
802*42 _33684 
200*66 _13200 
5+36   _41
9*339  _3051  
31*714 _22134 
0+784  _784
3*13   _39    
48+24  _72
2*196  _392   
212+44 _256
188*7  _1316  
98*92  _9016  
7*317  _2219  
28+212 _240
28*95  _2660  
39*265 _10335 
70+650 _720
807*7  _5649  
1*74   _74    
230+710_940
8*814  _6512  
36*41  _1476  
1+725  _726
595*4  _2380  
3*49   _147   
47*623 _29281 
85+583 _668
48*681 _32688 
897+2  _899
77*3   _231   
33*76  _2508  
28*32  _896   
5*834  _4170  
68+57  _125
441*224_98784 
549*2  _1098  
774*58 _44892 
503+78 _581
52*444 _23088 
4*425  _1700  
192*53 _10176 
342*82 _28044 
4*380  _1520  
128+8  _136
415+47 _462
61*235 _14335 
90*3   _270   
17*197 _3349  
54*8   _432   
6+659  _665
659*1  _659   
1*76   _76    
80*409 _32720 
922*124_114328
91*542 _49322 
1*26   _26    
61*752 _45872 
38*9   _342   
78+254 _332
3*593  _1779  
21+27  _48
566+29 _595
6+612  _618
678*20 _13560 
86*326 _28036 
245+6  _251
1+226  _227
986*41 _40426 
6+288  _294
7*98   _686   
610+850_1460
51+40  _91
67*331 _22177 
63+90  _153
290+6  _296
46*3   _138   
6*199  _1194  
6*39   _234   
462+59 _521
102*23 _2346  
764+33 _797
1*15   _15    
443*4  _1772  
37+135 _172
3+854  _857
17*68  _1156  
15*6   _90    
7+442  _449
99+27  _126
4*40   _160   
1*285  _285   
7+72   _79
89+8   _97
24+252 _276
56+18  _74
11*792 _8712  
379*243_92097 
72+66  _138
8*23   _184   
696*64 _44544 
169+26 _195
60*1   _60    
720+29 _749
94*393 _36942 
96+151 _247
2*630  _1260  
53*889 _47117 
0+944  _944
84+8   _92
37*97  _3589  
851+33 _884
351*17 _5967  
7*433  _3031  
81+10  _91
60*8   _480   
556*337_187372
65+7   _72
0*40   _0     
50*379 _18950 
83*363 _30129 
14+55  _69
695*7  _4865  
822+271_1093
94+53  _147
909+777_1686
44*15  _660   
97+48  _145
256*5  _1280  
5*55   _275   
384+856_1240
537*657_352809
520*9  _4680  
64+192 _256
46+72  _118
9*79   _711   
7+592  _599
9+67   _76
7+26   _33
126+21 _147
8+55   _63
15*35  _525   
597+0  _597
733+39 _772
526+1  _527
136*736_100096
646+9  _655
728*37 _26936 
624*87 _54288 
71+68  _139
730*4  _2920  
100+27 _127
9+626  _635
1+325  _326
299+83 _382
885*15 _13275 
8*602  _4816  
319+886_1205
6+149  _155
6*97   _582   
792+9  _801
0*699  _0     
86+16  _102
3+298  _301
501+4  _505
214*4  _856   
73+99  _172
1*340  _340   
341*403_137423
637+708_1345
98*0   _0     
0*281  _0     
27*5   _135   
670+41 _711
4*30   _120   
94+442 _536
91*52  _4732  
47*44  _2068  
289+648_937
11+432 _443
62+4   _66
53+7   _60
881+561_1442
787+14 _801
456+9  _465
98*344 _33712 
457+413_870
3*814  _2442  
6+189  _195
0+969  _969
75+132 _207
22+10  _32
374*76 _28424 
47*26  _1222  
35*847 _29645 
407+1  _408
18+70  _88
187+3  _190
562+6  _568
332*802_266264
971+6  _977
7*818  _5726  
96*85  _8160  
69+94  _163
28+6   _34
646*7  _4522  
32*1   _32    
230*20 _4600  
623+87 _710
561*7  _3927  
15+0   _15
439+0  _439
855*4  _3420  
2*668  _1336  
836+20 _856
268+48 _316
375*11 _4125  
7*483  _3381  
2*602  _1204  
1*22   _22    
454*598_271492
97*0   _0     
84*7   _588   
57*3   _171   
96+26  _122
84+188 _272
7*557  _3899  
68+156 _224
15*810 _12150 
12*592 _7104  
2+360  _362
624*24 _14976 
7*674  _4718  
718*8  _5744  
402+775_1177
70+74  _144
3+598  _601
5*199  _995   
3+281  _284
0*51   _0     
53*43  _2279  
418+6  _424
781+190_971
742*2  _1484  
56*73  _4088  
303+694_997
215+0  _215
0*88   _0     
79*13  _1027  
597+65 _662
608*0  _0     
813*400_325200
470+63 _533
815*130_105950
94+0   _94
857+49 _906
46+23  _69
4+44   _48
33*490 _16170 
71+668 _739
444*7  _3108  
5+730  _735
9+978  _987
537+3  _540
77+28  _105
348*5  _1740  
517*671_346907
556*2  _1112  
3*379  _1137  
969*5  _4845  
869+1  _870
36+21  _57
78*821 _64038 
78*0   _0     
0+122  _122
3*373  _1119  
0+516  _516
25+75  _100
101+909_1010
92*94  _8648  
81*42  _3402  
304*25 _7600  
18+820 _838
149+4  _153
50+37  _87
526+34 _560
370*22 _8140  
28+86  _114
753*529_398337
191*1  _191   
3*375  _1125  
2+87   _89
96+715 _811
26+250 _276
701*94 _65894 
591*8  _4728  
753+19 _772
1*773  _773   
676+475_1151
53+144 _197
87*102 _8874  
204*598_121992
920*9  _8280  
846*97 _82062 
140*6  _840   
866*6  _5196  
843*906_763758
266+44 _310
21+90  _111
169*3  _507   
97+961 _1058
318*6  _1908  
0*29   _0     
277+3  _280
0*411  _0     
361+2  _363
63+14  _77
526+0  _526
6*16   _96    
55+6   _61
306*63 _19278 
20*119 _2380  
743*4  _2972  
4+374  _378
200+798_998
3*80   _240   
298+8  _306
8*122  _976   
341+14 _355
387*7  _2709  
45*385 _17325 
2*77   _154   
501+368_869
3*43   _129   
706*696_491376
248*69 _17112 
457*3  _1371  
7+440  _447
1+708  _709
908+5  _913
76*178 _13528 
14+398 _412
8+538  _546
16*40  _640   
786+676_1462
4*780  _3120  
812*612_496944
495*0  _0     
62*63  _3906  
56*25  _1400  
36*95  _3420  
82*909 _74538 
8+653  _661
70+11  _81
961+3  _964
536*31 _16616 
252*70 _17640 
315+1  _316
291+5  _296
362+768_1130
65+747 _812
7+373  _380
954*429_409266
70+60  _130
410+64 _474
53*9   _477   
74+29  _103
977*0  _0     
93+48  _141
40+25  _65
20*8   _160   
56+811 _867
242*184_44528 
87+476 _563
3+391  _394
7*718  _5026  
728*9  _6552  
4*612  _2448  
78+14  _92
1*714  _714   
806*641_516646
951+9  _960
50*70  _3500  
9+71   _80
68*2   _136   
587*413_242431
118*399_47082 
1*73   _73    
100+63 _163
96+390 _486
824+6  _830
43+37  _80
658*380_250040
5*11   _55    
97*453 _43941 
781*78 _60918 
5*870  _4350  
6*285  _1710  
639*0  _0     
43*45  _1935  
53*666 _35298 
55+69  _124
742+1  _743
573*61 _34953 
7+670  _677
567+78 _645
974+53 _1027
65*72  _4680  
94*48  _4512  
832*289_240448
97+41  _138
1*641  _641   
525*687_360675
250*5  _1250  
75+373 _448
799*89 _71111 
318*28 _8904  
957+7  _964
42*352 _14784 
27+411 _438
0*358  _0     
913*34 _31042 
211*939_198129
520+877_1397
0*253  _0     
144*407_58608 
313+1  _314
99*543 _53757 
706+84 _790
173*265_45845 
6+806  _812
161*12 _1932  
8*611  _4888  
518*6  _3108  
37+49  _86
75*317 _23775 
960+7  _967
933*74 _69042 
2*696  _1392  
68*624 _42432 
62+507 _569
545+88 _633
510*54 _27540 
183+60 _243
7*268  _1876  
1+831  _832
751*972_729972
944*999_943056
47+69  _116
70*3   _210   
98+6   _104
2+728  _730
6+137  _143
3+20   _23
262+73 _335
176+9  _185
86+707 _793
63*8   _504   
65*1   _65    
77*87  _6699  
904+15 _919
99*92  _9108  
9*19   _171   
85*8   _680   
143+9  _152
51+396 _447
31+530 _561
625+895_1520
2*175  _350   
2*677  _1354  
869+17 _886
823+62 _885
66+36  _102
102+3  _105
57+9   _66
5*183  _915   
15*816 _12240 
356+66 _422
240*3  _720   
245+43 _288
229*2  _458   
63*5   _315   
633+92 _725
68+50  _118
651+7  _658
684*8  _5472  
92*58  _5336  
517+271_788
134+746_880
284+4  _288
8*405  _3240  
21+744 _765
0+530  _530
938+0  _938
22+21  _43
494+6  _500
32*20  _640   
22+416 _438
159+3  _162
28+154 _182
71+12  _83
732*7  _5124  
4*948  _3792  
4+631  _635
9+393  _402
402+982_1384
429*505_216645
7*96   _672   
884*147_129948
905+343_1248
399+689_1088
380+243_623
7+668  _675
82*339 _27798 
81+8   _89
382*90 _34380 
49*826 _40474 
64+47  _111
29*25  _725   
15+54  _69
141*71 _10011 
78+727 _805
27*66  _1782  
70+13  _83
920*572_526240
6+262  _268
461+108_569
873*4  _3492  
68*12  _816   
183+9  _192
235*9  _2115  
471+3  _474
464*3  _1392  
783+45 _828
86*47  _4042  
125+26 _151
836+835_1671
488*5  _2440  
22+29  _51
60*12  _720   
45*44  _1980  
650*453_294450
509+4  _513
4*906  _3624  
2+624  _626
702+38 _740
83*704 _58432 
721+1  _722
95+38  _133
920*47 _43240 
39+89  _128
13*471 _6123  
698*747_521406
368*1  _368   
74*19  _1406  
76*397 _30172 
601+6  _607
47*280 _13160 
41+2   _43
959+5  _964
161*177_28497 
639*9  _5751  
79*837 _66123 
474*59 _27966 
56+278 _334
441+4  _445
82*97  _7954  
666*64 _42624 
858*0  _0     
83+796 _879
33+12  _45
83*89  _7387  
784*9  _7056  
536*3  _1608  
0+824  _824
10*20  _200   
223+9  _232
22+59  _81
284*63 _17892 
47+550 _597
810+267_1077
77*771 _59367 
56*5   _280   
6*679  _4074  
869*3  _2607  
71+62  _133
418+378_796
33+75  _108
382*202_77164 
65*47  _3055  
6+57   _63
461*521_240181
54+451 _505
296*15 _4440  
849*731_620619
151*0  _0     
112*6  _672   
960*88 _84480 
936*67 _62712 
5*79   _395   
31+689 _720
0+648  _648
703*5  _3515  
50*917 _45850 
15*79  _1185  
690+9  _699
7*358  _2506  
881*344_303064
585*6  _3510  
673*0  _0     
48+76  _124
398*64 _25472 
34*23  _782   
59*7   _413   
406*834_338604
65+67  _132
19+8   _27
82+6   _88
32+995 _1027
254+83 _337
623+8  _631
11+584 _595
135+57 _192
9+540  _549
25+912 _937
580+2  _582
91+974 _1065
61+19  _80
701+698_1399
2*508  _1016  
986*99 _97614 
517*68 _35156 
31+132 _163
90*7   _630   
8*901  _7208  
85+123 _208
28+773 _801
7*768  _5376  
55+66  _121
42+933 _975
78+78  _156
755+2  _757
5+826  _831
4+22   _26
938*8  _7504  
43+88  _131
810+24 _834
1+188  _189
259+920_1179
80+0   _80
836+3  _839
71+0   _71
516+17 _533
47+515 _562
991*0  _0     
170+9  _179
353*6  _2118  
778*49 _38122 
634*40 _25360 
0*55   _0     
212+9  _221
317+4  _321
52*40  _2080  
8*49   _392   
629+368_997
529+92 _621
41*28  _1148  
24*51  _1224  
54*711 _38394 
38+739 _777
654+4  _658
77*42  _3234  
508+77 _585
82*251 _20582 
42+446 _488
8+908  _916
1+36   _37
5+454  _459
713+17 _730
17*14  _238   
65+928 _993
137*79 _10823 
6*22   _132   
462*549_253638
42+3   _45
322+0  _322
8*341  _2728  
37+862 _899
87+13  _100
63*25  _1575  
805*358_288190
7+156  _163
5*212  _1060  
41*0   _0     
561*138_77418 
38*3   _114   
22+158 _180
445*1  _445   
54*532 _28728 
888+411_1299
351*56 _19656 
215*7  _1505  
58*5   _290   
512*7  _3584  
3*728  _2184  
97*3   _291   
8*42   _336   
539*3  _1617  
40*82  _3280  
3*572  _1716  
188*6  _1128  
955+151_1106
1*527  _527   
504*271_136584
663+384_1047
23+483 _506
289+69 _358
256+674_930
94*21  _1974  
99+133 _232
72+39  _111
908+151_1059
69*95  _6555  
616+19 _635
91*5   _455   
21*7   _147   
89+333 _422
5+299  _304
9*400  _3600  
5+70   _75
788+562_1350
80*79  _6320  
785+6  _791
244*0  _0     
300+25 _325
581+0  _581
576*1  _576   
50*29  _1450  
52*95  _4940  
866*48 _41568 
49+533 _582
791*12 _9492  
74+68  _142
780*86 _67080 
9*41   _369   
864+35 _899
573+4  _577
8+606  _614
234*9  _2106  
7+142  _149
71*272 _19312 
683*1  _683   
309+254_563
74*713 _52762 
354*4  _1416  
0+266  _266
77+721 _798
87*74  _6438  
91+524 _615
33*2   _66    
790+782_1572
0+25   _25
1*230  _230   
4*634  _2536  
490*434_212660
621*70 _43470 
57*218 _12426 
74*49  _3626  
327+86 _413
20+35  _55
5*485  _2425  
233+0  _233
234+449_683
29*52  _1508  
21+525 _546
849*26 _22074 
66*944 _62304 
5*39   _195   
0*972  _0     
7+914  _921
21+234 _255
54*32  _1728  
426+462_888
506*4  _2024  
524+17 _541
931*83 _77273 
310*86 _26660 
27*865 _23355 
74*5   _370   
803*3  _2409  
58+3   _61
571+2  _573
311+805_1116
6+333  _339
60*42  _2520  
62+30  _92
364+50 _414
601+1  _602
377+1  _378
2+457  _459
9+763  _772
79*806 _63674 
630+1  _631
56*164 _9184  
865*522_451530
734+86 _820
552+880_1432
4+34   _38
98*37  _3626  
72+38  _110
396*67 _26532 
7+22   _29
48*295 _14160 
115+87 _202
292+134_426
23+35  _58
2*75   _150   
277+933_1210
87+837 _924
93*169 _15717 
79*7   _553   
447*731_326757
30+964 _994
327+5  _332
41*54  _2214  
18*36  _648   
74*6   _444   
63+585 _648
47*428 _20116 
526+3  _529
352+17 _369
6+291  _297
44*28  _1232  
654*95 _62130 
109*15 _1635  
71+175 _246
969+625_1594
79*115 _9085  
634*3  _1902  
899*17 _15283 
6+849  _855
493*21 _10353 
306*2  _612   
60*646 _38760 
988+617_1605
4+510  _514
373+26 _399
73+51  _124
69*504 _34776 
8*311  _2488  
74*891 _65934 
391+6  _397
1+55   _56
817*8  _6536  
455*22 _10010 
3*269  _807   
406+89 _495
776*7  _5432  
945+69 _1014
0*903  _0     
94+7   _101
12*4   _48    
373*922_343906
966+6  _972
852*68 _57936 
779*4  _3116  
767*78 _59826 
745*67 _49915 
243+795_1038
2*708  _1416  
245*83 _20335 
6*51   _306   
572+7  _579
52*940 _48880 
940+94 _1034
4*965  _3860  
865*3  _2595  
172+5  _177
7+657  _664
70*6   _420   
2*44   _88    
78+42  _120
360+574_934
351*9  _3159  
81+91  _172
564*230_129720
