505*1  _505   
2*939  _1878  
3*290  _870   
4*582  _2328  
271*3  _813   
919*968_889592
322*47 _15134 
991*1  _991   
320*40 _12800 
7*708  _4956  
148*15 _2220  
876*8  _7008  
551*730_402230
30*76  _2280  
355*75 _26625 
0*84   _0     
82*4   _328   
24*568 _13632 
551*34 _18734 
7*780  _5460  
659*87 _57333 
419*7  _2933  
859*213_182967
75*588 _44100 
20*665 _13300 
67*904 _60568 
77*11  _847   
609*271_165039
30*621 _18630 
93*8   _744   
976*43 _41968 
62*104 _6448  
18*701 _12618 
757*80 _60560 
29*74  _2146  
58*1   _58    
5*539  _2695  
0*24   _0     
45*65  _2925  
194*21 _4074  
830*734_609220
800*66 _52800 
0*162  _0     
6*322  _1932  
65*0   _0     
468*4  _1872  
532*181_96292 
995*393_391035
71*25  _1775  
83*653 _54199 
553*63 _34839 
471*52 _24492 
99*9   _891   
42*534 _22428 
2*79   _158   
713*5  _3565  
39*5   _195   
55*7   _385   
84*5   _420   
45*8   _360   
60*491 _29460 
559*34 _19006 
71*58  _4118  
25*52  _1300  
0*236  _0     
48*566 _27168 
807*4  _3228  
787*6  _4722  
26*232 _6032  
1*30   _30    
520*537_279240
62*41  _2542  
27*915 _24705 
8*718  _5744  
8*985  _7880  
45*62  _2790  
369*28 _10332 
8*697  _5576  
697*0  _0     
2*37   _74    
35*921 _32235 
22*6   _132   
90*5   _450   
232*67 _15544 
6*89   _534   
25*8   _200   
393*5  _1965  
576*6  _3456  
816*582_474912
9*761  _6849  
93*273 _25389 
4*75   _300   
9*544  _4896  
1*602  _602   
82*72  _5904  
5*833  _4165  
267*608_162336
937*8  _7496  
23*557 _12811 
1*843  _843   
96*481 _46176 
329*29 _9541  
4*42   _168   
61*185 _11285 
471*174_81954 
59*294 _17346 
37*581 _21497 
936*184_172224
22*49  _1078  
995*691_687545
6*855  _5130  
7*92   _644   
289*17 _4913  
680*79 _53720 
864*43 _37152 
76*723 _54948 
297*78 _23166 
974*95 _92530 
6*107  _642   
22*32  _704   
6*512  _3072  
11*69  _759   
53*66  _3498  
1*378  _378   
93*4   _372   
98*89  _8722  
639*1  _639   
5*215  _1075  
87*799 _69513 
1*10   _10    
3*878  _2634  
157*2  _314   
0*23   _0     
43*56  _2408  
97*157 _15229 
78*56  _4368  
15*84  _1260  
930*9  _8370  
6*87   _522   
7*272  _1904  
450*31 _13950 
159*59 _9381  
16*10  _160   
697*3  _2091  
289*30 _8670  
447*6  _2682  
28*133 _3724  
96*7   _672   
388*682_264616
7*369  _2583  
17*250 _4250  
3*70   _210   
43*47  _2021  
695*3  _2085  
69*5   _345   
2*722  _1444  
43*845 _36335 
899*315_283185
77*57  _4389  
5*712  _3560  
579*7  _4053  
8*581  _4648  
632*845_534040
17*0   _0     
6*35   _210   
4*556  _2224  
0*885  _0     
147*0  _0     
3*47   _141   
732*33 _24156 
938*54 _50652 
450*5  _2250  
884*23 _20332 
49*370 _18130 
970*670_649900
2*68   _136   
1*64   _64    
7*303  _2121  
508*3  _1524  
6*28   _168   
584*38 _22192 
0*312  _0     
5*11   _55    
4*74   _296   
33*68  _2244  
5*89   _445   
235*8  _1880  
11*8   _88    
957*2  _1914  
51*93  _4743  
87*46  _4002  
275*53 _14575 
585*17 _9945  
355*22 _7810  
917*9  _8253  
936*54 _50544 
71*4   _284   
92*88  _8096  
74*16  _1184  
12*147 _1764  
37*195 _7215  
5*270  _1350  
795*1  _795   
927*8  _7416  
88*738 _64944 
566*59 _33394 
922*9  _8298  
527*4  _2108  
847*0  _0     
679*1  _679   
414*6  _2484  
244*9  _2196  
886*9  _7974  
197*322_63434 
0*25   _0     
5*42   _210   
76*73  _5548  
37*417 _15429 
70*926 _64820 
4*620  _2480  
7*152  _1064  
330*7  _2310  
61*587 _35807 
83*7   _581   
79*199 _15721 
578*2  _1156  
8*145  _1160  
782*484_378488
5*85   _425   
86*26  _2236  
6*663  _3978  
58*12  _696   
10*667 _6670  
252*91 _22932 
4*726  _2904  
852*893_760836
1*22   _22    
116*4  _464   
5*315  _1575  
8*637  _5096  
713*91 _64883 
2*989  _1978  
42*176 _7392  
453*67 _30351 
576*3  _1728  
1*23   _23    
33*882 _29106 
4*539  _2156  
707*404_285628
664*75 _49800 
429*8  _3432  
10*71  _710   
0*322  _0     
705*4  _2820  
5*97   _485   
15*49  _735   
64*367 _23488 
5*943  _4715  
343*9  _3087  
577*24 _13848 
857*195_167115
283*384_108672
446*94 _41924 
917*7  _6419  
88*17  _1496  
896*9  _8064  
54*52  _2808  
37*90  _3330  
1*538  _538   
584*273_159432
70*988 _69160 
276*648_178848
52*10  _520   
29*491 _14239 
8*432  _3456  
70*250 _17500 
6*448  _2688  
43*647 _27821 
3*117  _351   
4*533  _2132  
2*511  _1022  
18*497 _8946  
628*6  _3768  
34*36  _1224  
85*527 _44795 
689*9  _6201  
660*3  _1980  
812*370_300440
87*31  _2697  
29*54  _1566  
4*15   _60    
27*64  _1728  
826*19 _15694 
890*3  _2670  
5*989  _4945  
86*749 _64414 
25*80  _2000  
17*111 _1887  
36*8   _288   
564*54 _30456 
661*612_404532
0*398  _0     
678*872_591216
634*544_344896
26*738 _19188 
1*94   _94    
910*4  _3640  
227*755_171385
741*311_230451
668*82 _54776 
87*62  _5394  
5*37   _185   
0*779  _0     
889*1  _889   
76*269 _20444 
5*70   _350   
69*95  _6555  
35*912 _31920 
2*470  _940   
972*276_268272
515*2  _1030  
143*3  _429   
341*700_238700
323*991_320093
78*172 _13416 
789*7  _5523  
8*175  _1400  
3*591  _1773  
674*288_194112
424*7  _2968  
94*592 _55648 
441*863_380583
138*580_80040 
196*4  _784   
0*408  _0     
7*926  _6482  
387*54 _20898 
9*843  _7587  
543*211_114573
32*936 _29952 
864*73 _63072 
59*7   _413   
724*9  _6516  
414*1  _414   
8*89   _712   
699*5  _3495  
392*776_304192
93*7   _651   
36*96  _3456  
1*117  _117   
629*34 _21386 
783*67 _52461 
5*596  _2980  
16*957 _15312 
7*323  _2261  
43*17  _731   
75*44  _3300  
40*9   _360   
249*629_156621
360*79 _28440 
158*78 _12324 
4*163  _652   
427*50 _21350 
844*2  _1688  
78*6   _468   
0*708  _0     
20*76  _1520  
155*91 _14105 
208*138_28704 
5*75   _375   
806*161_129766
156*5  _780   
279*85 _23715 
18*3   _54    
37*79  _2923  
458*105_48090 
40*78  _3120  
15*628 _9420  
7*650  _4550  
86*51  _4386  
63*59  _3717  
9*769  _6921  
9*514  _4626  
57*715 _40755 
793*82 _65026 
38*93  _3534  
544*90 _48960 
450*3  _1350  
302*2  _604   
8*84   _672   
676*327_221052
93*81  _7533  
2*62   _124   
170*342_58140 
581*1  _581   
79*342 _27018 
938*69 _64722 
4*999  _3996  
33*26  _858   
9*829  _7461  
54*596 _32184 
782*1  _782   
3*384  _1152  
41*500 _20500 
42*3   _126   
700*894_625800
26*44  _1144  
591*472_278952
0*790  _0     
7*69   _483   
719*97 _69743 
867*649_562683
171*786_134406
887*57 _50559 
60*94  _5640  
104*0  _0     
13*894 _11622 
63*0   _0     
652*8  _5216  
29*0   _0     
110*7  _770   
39*62  _2418  
73*694 _50662 
66*35  _2310  
438*9  _3942  
8*40   _320   
19*6   _114   
104*5  _520   
766*9  _6894  
92*2   _184   
76*366 _27816 
183*5  _915   
10*76  _760   
46*937 _43102 
181*397_71857 
417*19 _7923  
99*64  _6336  
8*883  _7064  
319*65 _20735 
65*32  _2080  
16*3   _48    
829*842_698018
95*8   _760   
62*672 _41664 
24*5   _120   
82*2   _164   
843*325_273975
71*733 _52043 
956*96 _91776 
963*9  _8667  
9*79   _711   
42*30  _1260  
97*1   _97    
7*998  _6986  
46*7   _322   
79*87  _6873  
1*39   _39    
66*68  _4488  
65*70  _4550  
74*71  _5254  
46*0   _0     
89*75  _6675  
56*2   _112   
2*42   _84    
4*34   _136   
25*39  _975   
708*464_328512
512*266_136192
692*346_239432
944*77 _72688 
747*36 _26892 
55*97  _5335  
438*813_356094
24*107 _2568  
500*17 _8500  
19*10  _190   
138*4  _552   
200*140_28000 
233*95 _22135 
26*428 _11128 
62*35  _2170  
352*8  _2816  
114*99 _11286 
36*373 _13428 
3*546  _1638  
71*1   _71    
771*881_679251
7*248  _1736  
211*34 _7174  
2*399  _798   
94*35  _3290  
201*7  _1407  
7*212  _1484  
326*876_285576
28*699 _19572 
19*11  _209   
326*372_121272
994*67 _66598 
760*87 _66120 
30*326 _9780  
4*784  _3136  
8*988  _7904  
264*8  _2112  
969*32 _31008 
46*891 _40986 
5*31   _155   
7*540  _3780  
1*141  _141   
16*830 _13280 
30*626 _18780 
144*0  _0     
9*472  _4248  
4*176  _704   
6*73   _438   
42*601 _25242 
209*1  _209   
5*77   _385   
369*76 _28044 
648*713_462024
81*30  _2430  
460*30 _13800 
1*846  _846   
848*21 _17808 
1*77   _77    
41*58  _2378  
54*546 _29484 
10*4   _40    
74*56  _4144  
88*3   _264   
4*286  _1144  
518*857_443926
433*87 _37671 
567*58 _32886 
998*980_978040
61*965 _58865 
91*94  _8554  
543*849_461007
95*532 _50540 
599*83 _49717 
955*700_668500
755*86 _64930 
7*914  _6398  
278*4  _1112  
566*212_119992
65*571 _37115 
79*439 _34681 
7*722  _5054  
21*1   _21    
716*4  _2864  
113*185_20905 
834*700_583800
6*811  _4866  
744*89 _66216 
2*673  _1346  
47*6   _282   
743*4  _2972  
995*842_837790
495*5  _2475  
573*68 _38964 
604*624_376896
344*33 _11352 
437*71 _31027 
747*923_689481
0*776  _0     
599*9  _5391  
75*55  _4125  
693*708_490644
0*30   _0     
463*30 _13890 
651*49 _31899 
6*212  _1272  
71*315 _22365 
72*93  _6696  
8*841  _6728  
37*132 _4884  
268*3  _804   
161*6  _966   
288*794_228672
313*229_71677 
51*6   _306   
98*217 _21266 
77*734 _56518 
984*8  _7872  
73*87  _6351  
964*3  _2892  
70*941 _65870 
75*6   _450   
179*996_178284
14*212 _2968  
6*561  _3366  
65*48  _3120  
64*2   _128   
986*0  _0     
5*96   _480   
74*995 _73630 
254*4  _1016  
2*188  _376   
39*6   _234   
7*348  _2436  
466*8  _3728  
287*41 _11767 
37*847 _31339 
592*91 _53872 
2*120  _240   
87*468 _40716 
5*20   _100   
6*23   _138   
433*22 _9526  
27*67  _1809  
901*4  _3604  
52*875 _45500 
646*4  _2584  
916*4  _3664  
78*357 _27846 
554*6  _3324  
502*63 _31626 
9*477  _4293  
95*924 _87780 
68*8   _544   
796*6  _4776  
98*569 _55762 
172*62 _10664 
60*26  _1560  
48*964 _46272 
63*3   _189   
9*155  _1395  
29*55  _1595  
540*13 _7020  
33*263 _8679  
340*607_206380
16*290 _4640  
17*252 _4284  
840*79 _66360 
954*157_149778
128*422_54016 
992*9  _8928  
249*9  _2241  
42*9   _378   
2*785  _1570  
273*342_93366 
68*67  _4556  
68*7   _476   
8*626  _5008  
9*31   _279   
5*466  _2330  
32*92  _2944  
703*53 _37259 
43*4   _172   
884*8  _7072  
976*749_731024
988*520_513760
32*571 _18272 
15*659 _9885  
59*59  _3481  
20*10  _200   
6*467  _2802  
2*580  _1160  
455*515_234325
38*8   _304   
55*66  _3630  
8*246  _1968  
0*179  _0     
53*2   _106   
40*803 _32120 
918*2  _1836  
782*8  _6256  
99*295 _29205 
8*278  _2224  
979*60 _58740 
14*5   _70    
969*8  _7752  
7*34   _238   
24*476 _11424 
29*546 _15834 
727*528_383856
366*693_253638
746*19 _14174 
70*866 _60620 
55*63  _3465  
91*298 _27118 
2*40   _80    
933*812_757596
9*337  _3033  
624*309_192816
535*14 _7490  
522*831_433782
6*731  _4386  
160*277_44320 
41*7   _287   
50*66  _3300  
534*6  _3204  
41*153 _6273  
147*2  _294   
45*209 _9405  
113*384_43392 
24*96  _2304  
31*34  _1054  
35*894 _31290 
37*89  _3293  
226*734_165884
302*4  _1208  
88*9   _792   
448*4  _1792  
73*1   _73    
20*3   _60    
5*45   _225   
589*82 _48298 
305*210_64050 
80*86  _6880  
775*820_635500
86*826 _71036 
28*27  _756   
0*317  _0     
7*863  _6041  
880*256_225280
9*519  _4671  
300*2  _600   
23*57  _1311  
8*66   _528   
32*687 _21984 
539*72 _38808 
169*9  _1521  
78*236 _18408 
384*8  _3072  
696*643_447528
1*623  _623   
611*312_190632
86*89  _7654  
571*804_459084
6*977  _5862  
66*75  _4950  
66*6   _396   
28*55  _1540  
92*202 _18584 
463*433_200479
99*32  _3168  
738*9  _6642  
70*675 _47250 
1*862  _862   
421*343_144403
426*7  _2982  
634*674_427316
576*4  _2304  
43*5   _215   
32*40  _1280  
40*76  _3040  
26*627 _16302 
28*4   _112   
860*9  _7740  
9*68   _612   
386*26 _10036 
704*750_528000
608*0  _0     
760*2  _1520  
7*88   _616   
728*32 _23296 
8*44   _352   
7*744  _5208  
56*709 _39704 
233*9  _2097  
782*264_206448
99*56  _5544  
299*0  _0     
839*915_767685
6*18   _108   
6*31   _186   
5*738  _3690  
899*55 _49445 
181*3  _543   
588*318_186984
52*6   _312   
99*55  _5445  
39*16  _624   
575*913_524975
548*2  _1096  
0*56   _0     
944*65 _61360 
5*74   _370   
7*532  _3724  
10*59  _590   
642*359_230478
0*997  _0     
228*282_64296 
5*413  _2065  
5*880  _4400  
23*26  _598   
283*19 _5377  
532*9  _4788  
32*6   _192   
265*9  _2385  
610*81 _49410 
87*60  _5220  
15*1   _15    
75*0   _0     
384*9  _3456  
616*881_542696
1*404  _404   
3*85   _255   
534*2  _1068  
276*728_200928
72*0   _0     
63*2   _126   
51*902 _46002 
2*662  _1324  
6*273  _1638  
54*70  _3780  
806*18 _14508 
19*8   _152   
42*137 _5754  
77*0   _0     
710*545_386950
4*679  _2716  
34*70  _2380  
12*37  _444   
747*368_274896
487*816_397392
563*16 _9008  
7*584  _4088  
947*84 _79548 
738*8  _5904  
450*345_155250
85*324 _27540 
74*8   _592   
2*337  _674   
765*4  _3060  
10*67  _670   
70*94  _6580  
975*7  _6825  
875*352_308000
133*32 _4256  
978*23 _22494 
9*52   _468   
9*285  _2565  
424*78 _33072 
97*330 _32010 
9*645  _5805  
962*382_367484
159*278_44202 
129*887_114423
787*39 _30693 
97*246 _23862 
64*20  _1280  
917*0  _0     
740*374_276760
127*5  _635   
1*929  _929   
0*71   _0     
113*2  _226   
36*15  _540   
827*847_700469
778*12 _9336  
9*58   _522   
294*5  _1470  
773*92 _71116 
88*615 _54120 
920*898_826160
94*31  _2914  
935*100_93500 
433*8  _3464  
811*982_796402
43*7   _301   
214*1  _214   
8*149  _1192  
5*18   _90    
306*9  _2754  
299*16 _4784  
60*37  _2220  
7*29   _203   
51*507 _25857 
69*389 _26841 
344*99 _34056 
92*35  _3220  
95*841 _79895 
55*212 _11660 
153*2  _306   
87*7   _609   
860*736_632960
4*187  _748   
16*33  _528   
6*965  _5790  
80*905 _72400 
16*65  _1040  
2*949  _1898  
94*500 _47000 
13*98  _1274  
476*8  _3808  
98*91  _8918  
214*86 _18404 
137*411_56307 
8*757  _6056  
605*403_243815
34*426 _14484 
799*57 _45543 
321*65 _20865 
0*61   _0     
164*8  _1312  
57*3   _171   
453*398_180294
35*857 _29995 
54*765 _41310 
31*43  _1333  
0*44   _0     
43*643 _27649 
346*249_86154 
238*3  _714   
4*794  _3176  
702*95 _66690 
432*9  _3888  
1*82   _82    
77*630 _48510 
548*1  _548   
828*35 _28980 
8*53   _424   
85*867 _73695 
33*5   _165   
35*464 _16240 
71*94  _6674  
7*461  _3227  
186*236_43896 
152*131_19912 
263*313_82319 
8*244  _1952  
704*55 _38720 
80*789 _63120 
721*914_658994
830*4  _3320  
39*59  _2301  
3*945  _2835  
882*1  _882   
82*8   _656   
968*3  _2904  
872*350_305200
707*737_521059
78*9   _702   
79*369 _29151 
81*4   _324   
88*93  _8184  
245*492_120540
421*59 _24839 
35*893 _31255 
49*20  _980   
8*24   _192   
111*121_13431 
16*21  _336   
3*478  _1434  
6*836  _5016  
546*324_176904
228*4  _912   
646*1  _646   
91*669 _60879 
11*4   _44    
2*781  _1562  
38*711 _27018 
60*50  _3000  
922*7  _6454  
4*721  _2884  
417*18 _7506  
463*52 _24076 
54*9   _486   
68*4   _272   
691*50 _34550 
4*57   _228   
941*8  _7528  
620*60 _37200 
267*300_80100 
510*63 _32130 
74*650 _48100 
34*80  _2720  
799*85 _67915 
2*970  _1940  
327*6  _1962  
326*8  _2608  
31*25  _775   
886*8  _7088  
2*72   _144   
504*97 _48888 
656*8  _5248  
469*29 _13601 
74*635 _46990 
87*8   _696   
854*187_159698
8*749  _5992  
3*19   _57    
368*457_168176
419*789_330591
592*437_258704
98*31  _3038  
618*2  _1236  
4*46   _184   
62*9   _558   
259*867_224553
8*542  _4336  
46*158 _7268  
931*93 _86583 
630*10 _6300  
381*3  _1143  
503*51 _25653 
214*420_89880 
87*586 _50982 
2*32   _64    
0*836  _0     
5*612  _3060  
397*115_45655 
127*641_81407 
1*86   _86    
262*8  _2096  
28*23  _644   
53*5   _265   
85*31  _2635  
82*62  _5084  
4*983  _3932  
49*93  _4557  
9*147  _1323  
1*119  _119   
695*429_298155
93*617 _57381 
186*2  _372   
605*7  _4235  
349*562_196138
0*79   _0     
48*18  _864   
91*834 _75894 
52*481 _25012 
62*3   _186   
725*25 _18125 
565*34 _19210 
9*20   _180   
6*50   _300   
4*51   _204   
287*6  _1722  
276*8  _2208  
4*961  _3844  
21*23  _483   
730*0  _0     
6*652  _3912  
39*55  _2145  
20*54  _1080  
92*609 _56028 
523*114_59622 
498*31 _15438 
5*59   _295   
54*13  _702   
70*66  _4620  
540*60 _32400 
5*848  _4240  
17*13  _221   
78*271 _21138 
7*983  _6881  
33*1   _33    
970*497_482090
52*31  _1612  
76*19  _1444  
180*2  _360   
94*962 _90428 
19*0   _0     
323*28 _9044  
56*33  _1848  
89*72  _6408  
60*81  _4860  
437*76 _33212 
24*46  _1104  
49*6   _294   
12*26  _312   
229*7  _1603  
594*51 _30294 
5*953  _4765  
69*45  _3105  
255*948_241740
14*78  _1092  
5*636  _3180  
3*958  _2874  
474*21 _9954  
74*550 _40700 
25*404 _10100 
454*424_192496
486*79 _38394 
85*709 _60265 
20*267 _5340  
43*634 _27262 
69*327 _22563 
26*96  _2496  
45*46  _2070  
62*166 _10292 
233*1  _233   
639*19 _12141 
994*584_580496
1*819  _819   
133*2  _266   
544*56 _30464 
39*713 _27807 
503*371_186613
302*0  _0     
638*5  _3190  
0*43   _0     
649*925_600325
415*25 _10375 
48*72  _3456  
5*766  _3830  
83*498 _41334 
71*435 _30885 
936*48 _44928 
8*90   _720   
187*35 _6545  
8*607  _4856  
63*948 _59724 
9*536  _4824  
2*128  _256   
289*85 _24565 
69*20  _1380  
590*87 _51330 
5*909  _4545  
308*72 _22176 
399*5  _1995  
398*286_113828
79*4   _316   
883*43 _37969 
40*119 _4760  
28*72  _2016  
73*34  _2482  
182*1  _182   
149*405_60345 
263*476_125188
49*812 _39788 
329*633_208257
6*129  _774   
414*944_390816
558*9  _5022  
7*885  _6195  
28*1   _28    
1*227  _227   
803*86 _69058 
378*22 _8316  
597*934_557598
361*71 _25631 
23*44  _1012  
55*56  _3080  
1*886  _886   
7*598  _4186  
8*855  _6840  
340*772_262480
820*303_248460
152*5  _760   
476*0  _0     
674*963_649062
157*8  _1256  
4*62   _248   
919*812_746228
669*397_265593
644*48 _30912 
4*915  _3660  
32*534 _17088 
0*87   _0     
431*2  _862   
5*105  _525   
39*33  _1287  
828*203_168084
47*758 _35626 
0*744  _0     
41*4   _164   
374*91 _34034 
1*24   _24    
888*1  _888   
60*73  _4380  
82*14  _1148  
8*76   _608   
200*503_100600
56*31  _1736  
845*4  _3380  
325*2  _650   
33*92  _3036  
96*99  _9504  
10*821 _8210  
114*2  _228   
12*851 _10212 
179*2  _358   
3*82   _246   
70*97  _6790  
856*5  _4280  
34*5   _170   
27*202 _5454  
3*29   _87    
61*80  _4880  
336*68 _22848 
87*15  _1305  
7*85   _595   
6*53   _318   
0*82   _0     
56*83  _4648  
345*42 _14490 
662*8  _5296  
808*236_190688
24*73  _1752  
18*281 _5058  
522*963_502686
65*84  _5460  
630*6  _3780  
82*78  _6396  
0*894  _0     
23*81  _1863  
29*121 _3509  
7*524  _3668  
87*56  _4872  
43*92  _3956  
1*232  _232   
97*77  _7469  
987*691_682017
566*302_170932
381*2  _762   
764*0  _0     
768*19 _14592 
87*4   _348   
68*827 _56236 
395*17 _6715  
605*3  _1815  
657*838_550566
51*732 _37332 
42*78  _3276  
1*986  _986   
661*86 _56846 
0*755  _0     
108*712_76896 
83*5   _415   
21*6   _126   
41*328 _13448 
7*112  _784   
0*855  _0     
925*511_472675
13*5   _65    
8*79   _632   
710*93 _66030 
93*98  _9114  
636*90 _57240 
476*192_91392 
622*46 _28612 
21*0   _0     
23*439 _10097 
131*39 _5109  
990*904_894960
157*82 _12874 
95*81  _7695  
43*83  _3569  
25*55  _1375  
89*2   _178   
7*18   _126   
6*130  _780   
672*5  _3360  
476*557_265132
773*859_664007
22*78  _1716  
94*62  _5828  
5*915  _4575  
489*95 _46455 
314*3  _942   
17*7   _119   
279*7  _1953  
558*173_96534 
84*74  _6216  
759*28 _21252 
292*0  _0     
9*948  _8532  
75*609 _45675 
134*1  _134   
64*991 _63424 
775*1  _775   
223*638_142274
1*366  _366   
142*7  _994   
2*708  _1416  
504*9  _4536  
172*81 _13932 
0*264  _0     
424*6  _2544  
79*39  _3081  
0*249  _0     
6*885  _5310  
48*3   _144   
637*84 _53508 
38*1   _38    
3*10   _30    
53*87  _4611  
96*376 _36096 
1*705  _705   
24*397 _9528  
654*382_249828
564*6  _3384  
975*2  _1950  
89*62  _5518  
79*559 _44161 
620*5  _3100  
556*616_342496
822*9  _7398  
4*455  _1820  
9*571  _5139  
67*4   _268   
7*197  _1379  
704*93 _65472 
9*678  _6102  
9*296  _2664  
3*876  _2628  
6*929  _5574  
7*70   _490   
480*271_130080
16*81  _1296  
92*36  _3312  
18*718 _12924 
510*258_131580
926*60 _55560 
64*90  _5760  
408*2  _816   
174*274_47676 
6*179  _1074  
77*8   _616   
155*0  _0     
990*5  _4950  
137*6  _822   
950*161_152950
252*9  _2268  
257*7  _1799  
53*219 _11607 
727*869_631763
6*613  _3678  
53*787 _41711 
601*96 _57696 
586*376_220336
96*20  _1920  
914*85 _77690 
20*13  _260   
70*36  _2520  
683*199_135917
79*940 _74260 
18*74  _1332  
552*5  _2760  
816*409_333744
22*989 _21758 
446*36 _16056 
711*82 _58302 
781*33 _25773 
934*76 _70984 
11*569 _6259  
375*15 _5625  
98*869 _85162 
411*866_355926
225*536_120600
998*97 _96806 
