32-0   _32  
380-3  _377 
6-511  _-505
2-251  _-249
6-872  _-866
31-899 _-868
3-42   _-39 
8-63   _-55 
95-773 _-678
17-2   _15  
392-5  _387 
438-639_-201
4-164  _-160
30-706 _-676
916-0  _916 
582-241_341 
6-651  _-645
429-0  _429 
9-472  _-463
7-44   _-37 
573-30 _543 
373-36 _337 
9-478  _-469
899-3  _896 
0-10   _-10 
517-22 _495 
939-1  _938 
8-24   _-16 
39-961 _-922
989-883_106 
972-252_720 
876-49 _827 
29-709 _-680
66-378 _-312
780-14 _766 
495-104_391 
14-9   _5   
875-982_-107
41-74  _-33 
7-931  _-924
586-8  _578 
43-9   _34  
2-303  _-301
0-256  _-256
3-907  _-904
1-461  _-460
7-736  _-729
1-599  _-598
20-3   _17  
49-89  _-40 
18-7   _11  
676-66 _610 
172-913_-741
38-2   _36  
932-829_103 
584-4  _580 
594-461_133 
83-84  _-1  
461-2  _459 
772-7  _765 
5-88   _-83 
64-9   _55  
2-884  _-882
77-738 _-661
15-863 _-848
139-11 _128 
40-8   _32  
161-621_-460
418-30 _388 
79-692 _-613
204-40 _164 
825-3  _822 
46-665 _-619
95-784 _-689
5-37   _-32 
1-595  _-594
70-462 _-392
763-396_367 
377-4  _373 
13-241 _-228
2-926  _-924
6-60   _-54 
2-149  _-147
2-819  _-817
112-152_-40 
37-14  _23  
2-62   _-60 
278-812_-534
702-459_243 
13-4   _9   
88-481 _-393
55-93  _-38 
1-580  _-579
6-115  _-109
852-544_308 
12-27  _-15 
422-5  _417 
663-5  _658 
84-11  _73  
795-7  _788 
93-88  _5   
769-26 _743 
2-371  _-369
88-121 _-33 
46-35  _11  
727-8  _719 
26-7   _19  
12-61  _-49 
573-52 _521 
624-620_4   
39-7   _32  
0-513  _-513
79-69  _10  
5-384  _-379
40-896 _-856
27-349 _-322
471-24 _447 
478-777_-299
898-60 _838 
861-805_56  
330-7  _323 
594-8  _586 
2-302  _-300
9-62   _-53 
883-3  _880 
948-57 _891 
12-101 _-89 
581-4  _577 
804-49 _755 
479-3  _476 
2-663  _-661
770-6  _764 
5-49   _-44 
3-71   _-68 
8-813  _-805
750-40 _710 
5-28   _-23 
39-22  _17  
67-9   _58  
92-764 _-672
799-9  _790 
77-75  _2   
372-54 _318 
865-521_344 
254-624_-370
7-212  _-205
600-69 _531 
795-36 _759 
86-352 _-266
19-9   _10  
219-6  _213 
43-536 _-493
815-2  _813 
424-26 _398 
86-50  _36  
958-0  _958 
22-923 _-901
39-75  _-36 
387-47 _340 
64-601 _-537
353-4  _349 
325-46 _279 
4-745  _-741
257-501_-244
568-339_229 
26-5   _21  
373-355_18  
82-88  _-6  
25-70  _-45 
12-138 _-126
9-949  _-940
7-50   _-43 
24-75  _-51 
0-20   _-20 
63-331 _-268
5-628  _-623
35-24  _11  
14-2   _12  
75-75  _0   
38-8   _30  
18-955 _-937
9-827  _-818
478-130_348 
7-292  _-285
45-58  _-13 
766-710_56  
119-35 _84  
24-0   _24  
706-462_244 
41-859 _-818
15-767 _-752
68-852 _-784
49-639 _-590
440-54 _386 
5-323  _-318
364-9  _355 
135-3  _132 
5-989  _-984
41-849 _-808
72-49  _23  
11-677 _-666
67-612 _-545
892-16 _876 
5-97   _-92 
575-32 _543 
6-767  _-761
1-527  _-526
505-96 _409 
17-5   _12  
1-79   _-78 
9-475  _-466
10-1   _9   
5-796  _-791
2-951  _-949
353-49 _304 
323-884_-561
582-10 _572 
7-829  _-822
45-3   _42  
61-366 _-305
469-0  _469 
960-92 _868 
825-736_89  
61-14  _47  
76-35  _41  
511-9  _502 
176-5  _171 
912-73 _839 
840-457_383 
11-8   _3   
87-6   _81  
80-3   _77  
9-74   _-65 
712-7  _705 
38-72  _-34 
85-62  _23  
167-533_-366
1-649  _-648
774-4  _770 
411-26 _385 
45-67  _-22 
35-6   _29  
94-994 _-900
293-9  _284 
662-60 _602 
78-315 _-237
810-6  _804 
713-7  _706 
576-474_102 
695-963_-268
21-558 _-537
98-85  _13  
29-22  _7   
657-9  _648 
44-133 _-89 
304-443_-139
1-196  _-195
43-846 _-803
77-41  _36  
409-82 _327 
704-9  _695 
151-3  _148 
268-8  _260 
123-50 _73  
3-309  _-306
612-57 _555 
9-86   _-77 
1-306  _-305
54-9   _45  
3-29   _-26 
333-24 _309 
518-0  _518 
175-33 _142 
6-33   _-27 
542-1  _541 
81-832 _-751
382-936_-554
7-74   _-67 
161-73 _88  
35-19  _16  
43-675 _-632
900-7  _893 
266-551_-285
84-522 _-438
632-51 _581 
222-4  _218 
422-67 _355 
90-2   _88  
193-25 _168 
859-2  _857 
297-89 _208 
922-67 _855 
82-111 _-29 
489-2  _487 
9-21   _-12 
9-136  _-127
346-91 _255 
77-583 _-506
73-40  _33  
78-72  _6   
9-90   _-81 
2-2    _0   
514-42 _472 
1-22   _-21 
517-0  _517 
18-767 _-749
322-5  _317 
73-913 _-840
438-50 _388 
432-33 _399 
6-417  _-411
4-93   _-89 
493-634_-141
93-92  _1   
918-9  _909 
59-22  _37  
322-683_-361
544-7  _537 
260-4  _256 
70-694 _-624
43-4   _39  
69-17  _52  
806-2  _804 
4-85   _-81 
63-3   _60  
942-66 _876 
90-81  _9   
967-656_311 
727-657_70  
133-4  _129 
156-20 _136 
821-1  _820 
72-81  _-9  
492-2  _490 
558-98 _460 
534-0  _534 
407-66 _341 
13-69  _-56 
17-403 _-386
612-685_-73 
96-893 _-797
860-30 _830 
35-358 _-323
73-28  _45  
27-417 _-390
4-989  _-985
31-478 _-447
13-10  _3   
121-1  _120 
90-285 _-195
4-603  _-599
4-306  _-302
911-1  _910 
653-906_-253
42-9   _33  
160-677_-517
6-433  _-427
58-931 _-873
36-89  _-53 
20-61  _-41 
164-507_-343
69-99  _-30 
820-44 _776 
7-581  _-574
633-4  _629 
846-3  _843 
890-0  _890 
383-981_-598
44-36  _8   
26-3   _23  
713-982_-269
440-4  _436 
5-976  _-971
32-62  _-30 
86-43  _43  
901-0  _901 
76-331 _-255
1-48   _-47 
27-410 _-383
814-59 _755 
9-37   _-28 
44-1   _43  
743-9  _734 
1-14   _-13 
52-12  _40  
450-24 _426 
218-157_61  
952-45 _907 
2-288  _-286
41-21  _20  
4-718  _-714
2-26   _-24 
115-35 _80  
734-20 _714 
710-167_543 
9-231  _-222
793-9  _784 
608-7  _601 
8-60   _-52 
562-9  _553 
3-255  _-252
96-277 _-181
29-934 _-905
623-19 _604 
635-8  _627 
6-625  _-619
400-2  _398 
0-633  _-633
92-713 _-621
385-7  _378 
33-0   _33  
378-2  _376 
44-641 _-597
787-54 _733 
60-10  _50  
388-0  _388 
4-464  _-460
95-211 _-116
943-4  _939 
29-35  _-6  
52-413 _-361
7-778  _-771
79-88  _-9  
419-5  _414 
568-2  _566 
366-114_252 
264-329_-65 
71-4   _67  
458-0  _458 
0-15   _-15 
9-34   _-25 
190-88 _102 
658-75 _583 
5-870  _-865
25-467 _-442
3-195  _-192
64-111 _-47 
54-98  _-44 
13-2   _11  
1-199  _-198
7-85   _-78 
22-879 _-857
57-489 _-432
42-41  _1   
17-1   _16  
8-548  _-540
57-14  _43  
80-8   _72  
42-1   _41  
13-76  _-63 
97-417 _-320
636-6  _630 
40-61  _-21 
25-29  _-4  
988-74 _914 
902-16 _886 
740-0  _740 
788-583_205 
9-593  _-584
35-42  _-7  
20-7   _13  
157-3  _154 
2-37   _-35 
51-32  _19  
41-6   _35  
0-261  _-261
17-8   _9   
857-5  _852 
530-644_-114
3-431  _-428
79-3   _76  
89-0   _89  
332-87 _245 
851-5  _846 
626-962_-336
443-295_148 
939-444_495 
897-874_23  
829-6  _823 
70-921 _-851
8-16   _-8  
0-450  _-450
3-50   _-47 
76-5   _71  
4-935  _-931
28-81  _-53 
5-90   _-85 
41-8   _33  
99-0   _99  
891-86 _805 
670-3  _667 
55-471 _-416
9-811  _-802
29-876 _-847
585-53 _532 
28-69  _-41 
685-1  _684 
24-625 _-601
327-3  _324 
23-914 _-891
4-629  _-625
674-1  _673 
4-799  _-795
13-9   _4   
9-35   _-26 
71-0   _71  
77-860 _-783
15-62  _-47 
7-29   _-22 
8-33   _-25 
6-681  _-675
21-32  _-11 
851-60 _791 
858-15 _843 
140-33 _107 
21-919 _-898
305-156_149 
0-94   _-94 
904-9  _895 
907-825_82  
5-720  _-715
25-855 _-830
491-1  _490 
15-19  _-4  
6-97   _-91 
127-201_-74 
181-5  _176 
4-53   _-49 
2-67   _-65 
7-715  _-708
358-136_222 
75-1   _74  
60-916 _-856
17-723 _-706
77-724 _-647
1-492  _-491
630-9  _621 
6-653  _-647
0-797  _-797
347-78 _269 
78-67  _11  
888-1  _887 
27-58  _-31 
18-40  _-22 
0-27   _-27 
931-79 _852 
16-11  _5   
7-409  _-402
9-927  _-918
134-64 _70  
976-0  _976 
61-63  _-2  
312-904_-592
69-74  _-5  
353-56 _297 
2-408  _-406
9-32   _-23 
546-812_-266
99-6   _93  
6-66   _-60 
563-689_-126
770-3  _767 
155-774_-619
303-466_-163
70-137 _-67 
67-3   _64  
730-6  _724 
1-753  _-752
136-7  _129 
254-5  _249 
950-99 _851 
198-52 _146 
444-1  _443 
8-167  _-159
72-83  _-11 
363-5  _358 
586-298_288 
10-462 _-452
92-3   _89  
76-9   _67  
177-9  _168 
71-42  _29  
715-821_-106
49-23  _26  
358-2  _356 
694-1  _693 
35-84  _-49 
861-3  _858 
505-1  _504 
357-486_-129
876-7  _869 
84-84  _0   
8-669  _-661
89-893 _-804
40-993 _-953
4-57   _-53 
8-888  _-880
82-7   _75  
543-61 _482 
268-110_158 
63-569 _-506
46-833 _-787
334-8  _326 
790-6  _784 
37-30  _7   
616-246_370 
689-7  _682 
598-529_69  
2-97   _-95 
916-6  _910 
37-60  _-23 
93-758 _-665
67-22  _45  
351-549_-198
881-3  _878 
198-202_-4  
34-731 _-697
187-599_-412
812-658_154 
8-507  _-499
76-2   _74  
833-8  _825 
24-731 _-707
0-862  _-862
84-173 _-89 
773-1  _772 
25-44  _-19 
833-500_333 
190-37 _153 
552-384_168 
883-93 _790 
0-76   _-76 
39-1   _38  
38-3   _35  
804-67 _737 
104-9  _95  
7-214  _-207
59-0   _59  
607-307_300 
65-99  _-34 
3-400  _-397
89-71  _18  
80-109 _-29 
993-9  _984 
60-692 _-632
4-438  _-434
481-5  _476 
13-94  _-81 
31-36  _-5  
169-3  _166 
276-37 _239 
7-66   _-59 
9-48   _-39 
317-805_-488
33-649 _-616
6-88   _-82 
0-66   _-66 
680-5  _675 
55-7   _48  
792-41 _751 
2-438  _-436
800-144_656 
28-704 _-676
996-899_97  
83-96  _-13 
5-917  _-912
77-938 _-861
47-725 _-678
93-9   _84  
444-0  _444 
945-27 _918 
8-19   _-11 
380-64 _316 
58-7   _51  
827-51 _776 
797-266_531 
39-33  _6   
376-759_-383
736-111_625 
2-356  _-354
513-3  _510 
744-95 _649 
38-14  _24  
7-699  _-692
101-485_-384
8-264  _-256
7-49   _-42 
25-0   _25  
4-184  _-180
825-306_519 
26-988 _-962
7-65   _-58 
713-9  _704 
6-39   _-33 
15-5   _10  
561-6  _555 
30-2   _28  
40-1   _39  
525-5  _520 
6-672  _-666
98-47  _51  
5-467  _-462
22-44  _-22 
784-610_174 
953-200_753 
478-2  _476 
2-82   _-80 
7-107  _-100
201-317_-116
907-6  _901 
3-997  _-994
587-0  _587 
91-9   _82  
61-512 _-451
5-510  _-505
827-139_688 
965-566_399 
745-1  _744 
495-20 _475 
4-124  _-120
947-9  _938 
68-87  _-19 
9-917  _-908
68-150 _-82 
22-252 _-230
69-6   _63  
961-33 _928 
39-807 _-768
72-545 _-473
67-5   _62  
84-58  _26  
83-47  _36  
12-88  _-76 
54-3   _51  
3-918  _-915
98-2   _96  
15-92  _-77 
1-41   _-40 
96-130 _-34 
187-34 _153 
238-67 _171 
94-2   _92  
250-49 _201 
62-223 _-161
29-461 _-432
58-500 _-442
1-36   _-35 
7-155  _-148
629-45 _584 
799-12 _787 
0-347  _-347
9-82   _-73 
255-0  _255 
19-66  _-47 
49-14  _35  
65-872 _-807
67-153 _-86 
0-11   _-11 
289-149_140 
772-4  _768 
1-92   _-91 
9-655  _-646
1-622  _-621
799-6  _793 
53-917 _-864
798-67 _731 
745-467_278 
70-823 _-753
321-588_-267
31-16  _15  
92-78  _14  
59-952 _-893
46-6   _40  
24-808 _-784
372-2  _370 
864-884_-20 
421-55 _366 
29-18  _11  
76-766 _-690
73-342 _-269
0-57   _-57 
317-10 _307 
82-430 _-348
22-69  _-47 
827-6  _821 
439-55 _384 
342-39 _303 
955-4  _951 
28-49  _-21 
117-438_-321
247-40 _207 
510-3  _507 
47-157 _-110
85-55  _30  
60-44  _16  
43-62  _-19 
1-557  _-556
67-225 _-158
52-95  _-43 
4-770  _-766
7-780  _-773
12-9   _3   
8-47   _-39 
307-543_-236
7-60   _-53 
27-29  _-2  
41-54  _-13 
45-488 _-443
79-815 _-736
50-83  _-33 
0-552  _-552
5-865  _-860
385-927_-542
446-24 _422 
146-9  _137 
8-717  _-709
1-93   _-92 
381-97 _284 
711-517_194 
7-582  _-575
6-91   _-85 
60-95  _-35 
8-848  _-840
20-8   _12  
7-777  _-770
54-83  _-29 
540-33 _507 
66-792 _-726
91-11  _80  
156-3  _153 
93-83  _10  
421-606_-185
739-568_171 
201-504_-303
429-2  _427 
49-43  _6   
244-6  _238 
4-961  _-957
38-46  _-8  
872-77 _795 
583-18 _565 
585-4  _581 
852-935_-83 
992-17 _975 
39-983 _-944
120-64 _56  
306-40 _266 
58-994 _-936
926-1  _925 
728-2  _726 
4-513  _-509
474-50 _424 
821-8  _813 
937-630_307 
78-854 _-776
42-525 _-483
70-814 _-744
87-33  _54  
78-2   _76  
0-65   _-65 
372-57 _315 
91-169 _-78 
588-0  _588 
9-84   _-75 
809-125_684 
8-613  _-605
5-716  _-711
989-8  _981 
199-60 _139 
6-650  _-644
643-1  _642 
107-980_-873
682-8  _674 
72-35  _37  
5-626  _-621
37-21  _16  
5-433  _-428
862-804_58  
52-300 _-248
89-704 _-615
5-769  _-764
7-16   _-9  
8-39   _-31 
88-500 _-412
72-429 _-357
15-84  _-69 
7-451  _-444
265-32 _233 
0-353  _-353
556-4  _552 
762-59 _703 
79-667 _-588
430-78 _352 
189-4  _185 
63-79  _-16 
349-570_-221
451-1  _450 
6-127  _-121
43-3   _40  
299-91 _208 
50-91  _-41 
7-40   _-33 
553-371_182 
26-450 _-424
783-452_331 
32-601 _-569
65-20  _45  
804-84 _720 
0-688  _-688
594-835_-241
6-282  _-276
539-162_377 
223-6  _217 
609-2  _607 
7-860  _-853
25-89  _-64 
380-33 _347 
84-98  _-14 
1-279  _-278
17-72  _-55 
588-64 _524 
3-196  _-193
9-897  _-888
592-72 _520 
58-56  _2   
928-6  _922 
815-3  _812 
982-7  _975 
806-93 _713 
504-81 _423 
920-55 _865 
66-520 _-454
564-6  _558 
55-529 _-474
64-32  _32  
55-22  _33  
9-682  _-673
20-96  _-76 
561-7  _554 
634-8  _626 
64-2   _62  
174-9  _165 
5-248  _-243
6-422  _-416
84-1   _83  
765-144_621 
7-41   _-34 
279-421_-142
58-8   _50  
776-40 _736 
61-54  _7   
389-80 _309 
5-984  _-979
4-68   _-64 
374-7  _367 
44-76  _-32 
440-6  _434 
38-566 _-528
414-61 _353 
231-3  _228 
671-651_20  
0-681  _-681
97-339 _-242
7-97   _-90 
52-1   _51  
941-61 _880 
153-8  _145 
4-502  _-498
0-632  _-632
202-58 _144 
13-519 _-506
45-302 _-257
7-841  _-834
3-30   _-27 
990-20 _970 
78-26  _52  
799-829_-30 
30-361 _-331
484-7  _477 
6-387  _-381
75-196 _-121
4-11   _-7  
85-1   _84  
36-463 _-427
345-8  _337 
907-66 _841 
37-3   _34  
86-543 _-457
478-5  _473 
9-692  _-683
9-814  _-805
256-537_-281
5-858  _-853
306-43 _263 
798-22 _776 
699-3  _696 
47-5   _42  
39-279 _-240
3-237  _-234
574-324_250 
7-117  _-110
5-408  _-403
799-5  _794 
566-42 _524 
1-583  _-582
634-50 _584 
148-9  _139 
2-432  _-430
540-9  _531 
3-278  _-275
2-678  _-676
665-965_-300
13-34  _-21 
543-7  _536 
358-370_-12 
528-465_63  
6-941  _-935
86-91  _-5  
1-142  _-141
899-703_196 
778-28 _750 
4-928  _-924
88-1   _87  
8-66   _-58 
2-598  _-596
244-5  _239 
387-639_-252
55-5   _50  
1-95   _-94 
637-4  _633 
74-8   _66  
7-671  _-664
300-633_-333
797-36 _761 
677-165_512 
489-40 _449 
919-2  _917 
4-433  _-429
3-40   _-37 
59-1   _58  
1-318  _-317
652-92 _560 
26-522 _-496
677-8  _669 
86-14  _72  
72-731 _-659
3-19   _-16 
954-22 _932 
83-2   _81  
379-762_-383
91-614 _-523
9-449  _-440
79-884 _-805
659-217_442 
840-85 _755 
7-14   _-7  
9-405  _-396
7-19   _-12 
712-857_-145
467-52 _415 
90-68  _22  
24-39  _-15 
271-731_-460
0-833  _-833
6-981  _-975
0-55   _-55 
10-903 _-893
2-612  _-610
20-6   _14  
3-140  _-137
443-9  _434 
82-85  _-3  
8-698  _-690
1-487  _-486
777-44 _733 
70-87  _-17 
73-107 _-34 
29-964 _-935
678-1  _677 
401-88 _313 
329-390_-61 
4-15   _-11 
383-180_203 
16-865 _-849
525-132_393 
151-5  _146 
76-551 _-475
212-790_-578
1-990  _-989
47-605 _-558
747-235_512 
56-650 _-594
816-279_537 
914-18 _896 
304-417_-113
506-827_-321
881-22 _859 
56-4   _52  
961-789_172 
62-431 _-369
4-33   _-29 
0-85   _-85 
9-218  _-209
35-114 _-79 
4-503  _-499
424-11 _413 
721-870_-149
6-257  _-251
258-6  _252 
171-90 _81  
29-0   _29  
378-62 _316 
73-58  _15  
8-977  _-969
3-559  _-556
44-224 _-180
388-71 _317 
60-18  _42  
93-23  _70  
438-106_332 
477-2  _475 
0-573  _-573
707-5  _702 
309-214_95  
655-7  _648 
974-9  _965 
1-91   _-90 
28-8   _20  
8-718  _-710
91-714 _-623
57-8   _49  
6-18   _-12 
54-39  _15  
2-746  _-744
28-92  _-64 
2-896  _-894
6-79   _-73 
1-45   _-44 
57-397 _-340
7-996  _-989
875-26 _849 
69-45  _24  
386-353_33  
266-19 _247 
4-906  _-902
901-54 _847 
293-32 _261 
837-784_53  
6-61   _-55 
76-27  _49  
864-3  _861 
59-203 _-144
747-126_621 
913-98 _815 
847-108_739 
749-4  _745 
488-73 _415 
39-42  _-3  
87-1   _86  
272-80 _192 
4-367  _-363
684-24 _660 
845-5  _840 
325-694_-369
26-32  _-6  
29-909 _-880
16-13  _3   
1-552  _-551
79-80  _-1  
566-86 _480 
5-246  _-241
97-49  _48  
770-917_-147
859-5  _854 
22-87  _-65 
42-76  _-34 
598-5  _593 
30-479 _-449
414-745_-331
24-317 _-293
697-55 _642 
8-950  _-942
8-316  _-308
954-4  _950 
1-763  _-762
28-367 _-339
44-321 _-277
29-147 _-118
887-9  _878 
28-3   _25  
404-814_-410
5-522  _-517
2-623  _-621
848-52 _796 
768-560_208 
8-432  _-424
374-81 _293 
51-56  _-5  
5-32   _-27 
181-6  _175 
646-799_-153
280-7  _273 
767-603_164 
344-750_-406
12-821 _-809
17-33  _-16 
664-71 _593 
807-7  _800 
92-4   _88  
622-665_-43 
550-3  _547 
250-8  _242 
63-9   _54  
129-10 _119 
636-55 _581 
96-5   _91  
9-17   _-8  
6-180  _-174
620-1  _619 
348-937_-589
66-88  _-22 
411-82 _329 
3-834  _-831
4-38   _-34 
91-749 _-658
66-40  _26  
205-722_-517
86-51  _35  
2-929  _-927
80-2   _78  
154-877_-723
335-8  _327 
876-11 _865 
529-33 _496 
50-356 _-306
5-423  _-418
5-371  _-366
0-375  _-375
26-75  _-49 
37-4   _33  
431-43 _388 
61-36  _25  
626-355_271 
188-836_-648
49-3   _46  
40-36  _4   
78-531 _-453
23-553 _-530
1-15   _-14 
232-39 _193 
73-12  _61  
412-7  _405 
73-99  _-26 
133-2  _131 
26-161 _-135
4-231  _-227
22-9   _13  
35-812 _-777
999-5  _994 
28-361 _-333
40-5   _35  
341-326_15  
16-223 _-207
72-787 _-715
654-59 _595 
20-9   _11  
0-350  _-350
934-7  _927 
45-7   _38  
238-81 _157 
966-191_775 
850-4  _846 
255-38 _217 
28-51  _-23 
74-877 _-803
85-923 _-838
31-62  _-31 
8-178  _-170
6-65   _-59 
975-30 _945 
586-489_97  
35-994 _-959
98-40  _58  
786-0  _786 
387-81 _306 
582-31 _551 
58-4   _54  
830-471_359 
546-10 _536 
3-768  _-765
897-534_363 
361-22 _339 
300-11 _289 
541-9  _532 
62-48  _14  
72-722 _-650
449-610_-161
51-784 _-733
68-27  _41  
85-783 _-698
8-146  _-138
315-552_-237
24-257 _-233
984-98 _886 
10-938 _-928
64-79  _-15 
864-1  _863 
56-29  _27  
652-212_440 
3-572  _-569
50-495 _-445
639-24 _615 
5-61   _-56 
13-325 _-312
136-758_-622
903-165_738 
182-3  _179 
646-6  _640 
2-318  _-316
12-3   _9   
33-1   _32  
3-57   _-54 
9-906  _-897
6-314  _-308
68-2   _66  
22-33  _-11 
10-453 _-443
0-63   _-63 
161-37 _124 
897-2  _895 
63-29  _34  
12-433 _-421
45-11  _34  
34-541 _-507
7-583  _-576
493-712_-219
882-9  _873 
84-620 _-536
37-17  _20  
91-723 _-632
876-66 _810 
2-956  _-954
8-15   _-7  
539-849_-310
847-251_596 
37-868 _-831
379-368_11  
7-627  _-620
713-243_470 
615-33 _582 
835-2  _833 
89-190 _-101
8-611  _-603
9-65   _-56 
391-947_-556
220-6  _214 
41-12  _29  
98-263 _-165
530-504_26  
916-91 _825 
97-46  _51  
370-4  _366 
9-909  _-900
127-18 _109 
6-503  _-497
630-341_289 
681-4  _677 
356-79 _277 
65-386 _-321
9-505  _-496
156-6  _150 
36-65  _-29 
109-8  _101 
46-8   _38  
12-79  _-67 
2-556  _-554
231-272_-41 
460-52 _408 
71-55  _16  
88-252 _-164
377-17 _360 
674-82 _592 
765-14 _751 
49-65  _-16 
1-992  _-991
974-95 _879 
45-52  _-7  
671-88 _583 
95-0   _95  
839-5  _834 
1-78   _-77 
509-0  _509 
716-1  _715 
426-5  _421 
520-41 _479 
224-166_58  
0-505  _-505
2-511  _-509
673-3  _670 
367-2  _365 
849-1  _848 
9-560  _-551
0-763  _-763
1-916  _-915
7-360  _-353
0-316  _-316
47-3   _44  
5-902  _-897
575-7  _568 
65-5   _60  
240-9  _231 
131-899_-768
906-414_492 
729-7  _722 
275-2  _273 
615-7  _608 
3-287  _-284
43-572 _-529
92-382 _-290
4-934  _-930
436-2  _434 
41-174 _-133
6-656  _-650
13-29  _-16 
91-613 _-522
882-764_118 
52-786 _-734
52-200 _-148
265-187_78  
980-283_697 
708-0  _708 
81-979 _-898
42-50  _-8  
36-131 _-95 
51-569 _-518
632-745_-113
984-48 _936 
281-95 _186 
5-526  _-521
772-671_101 
73-4   _69  
144-81 _63  
489-25 _464 
23-196 _-173
721-1  _720 
94-809 _-715
28-64  _-36 
847-6  _841 
350-2  _348 
871-369_502 
75-693 _-618
6-152  _-146
142-544_-402
40-9   _31  
80-243 _-163
623-50 _573 
714-17 _697 
72-73  _-1  
771-781_-10 
16-57  _-41 
7-188  _-181
78-117 _-39 
60-59  _1   
5-310  _-305
90-896 _-806
973-2  _971 
458-441_17  
56-38  _18  
100-49 _51  
322-57 _265 
340-9  _331 
9-935  _-926
39-130 _-91 
189-9  _180 
136-13 _123 
94-541 _-447
5-64   _-59 
406-0  _406 
40-62  _-22 
745-79 _666 
396-25 _371 
9-720  _-711
385-32 _353 
89-501 _-412
95-914 _-819
585-652_-67 
16-5   _11  
732-7  _725 
36-957 _-921
6-30   _-24 
92-17  _75  
244-247_-3  
67-409 _-342
77-127 _-50 
0-31   _-31 
157-307_-150
699-4  _695 
7-809  _-802
70-88  _-18 
4-31   _-27 
610-7  _603 
347-1  _346 
89-82  _7   
4-343  _-339
49-39  _10  
8-81   _-73 
164-7  _157 
10-12  _-2  
81-819 _-738
6-585  _-579
115-286_-171
134-505_-371
191-999_-808
482-844_-362
73-762 _-689
5-326  _-321
821-4  _817 
5-158  _-153
7-131  _-124
174-46 _128 
36-464 _-428
19-99  _-80 
1-798  _-797
121-378_-257
56-664 _-608
33-377 _-344
479-32 _447 
68-9   _59  
41-5   _36  
1-571  _-570
886-42 _844 
10-364 _-354
775-503_272 
328-127_201 
83-705 _-622
723-6  _717 
7-109  _-102
302-0  _302 
123-7  _116 
5-803  _-798
49-662 _-613
5-682  _-677
517-471_46  
247-7  _240 
173-886_-713
215-51 _164 
91-59  _32  
90-678 _-588
158-6  _152 
719-4  _715 
60-13  _47  
696-0  _696 
673-98 _575 
215-401_-186
525-64 _461 
204-425_-221
9-230  _-221
11-73  _-62 
16-4   _12  
2-22   _-20 
97-4   _93  
67-39  _28  
14-22  _-8  
994-2  _992 
4-62   _-58 
238-74 _164 
34-3   _31  
123-6  _117 
3-300  _-297
287-46 _241 
9-259  _-250
53-626 _-573
44-63  _-19 
84-715 _-631
27-4   _23  
1-661  _-660
0-940  _-940
42-536 _-494
157-147_10  
41-348 _-307
18-694 _-676
453-51 _402 
909-2  _907 
607-48 _559 
2-60   _-58 
48-56  _-8  
58-58  _0   
162-715_-553
214-59 _155 
631-55 _576 
95-770 _-675
646-115_531 
2-107  _-105
593-77 _516 
18-879 _-861
915-8  _907 
9-47   _-38 
19-2   _17  
19-309 _-290
4-465  _-461
888-968_-80 
672-56 _616 
33-93  _-60 
121-93 _28  
90-510 _-420
423-6  _417 
46-56  _-10 
547-65 _482 
924-8  _916 
509-211_298 
527-499_28  
59-683 _-624
550-139_411 
58-800 _-742
834-54 _780 
719-443_276 
783-3  _780 
9-638  _-629
89-4   _85  
633-6  _627 
398-567_-169
2-914  _-912
52-7   _45  
7-95   _-88 
31-8   _23  
31-50  _-19 
8-151  _-143
59-365 _-306
814-8  _806 
857-9  _848 
7-629  _-622
10-360 _-350
31-781 _-750
87-48  _39  
42-228 _-186
54-27  _27  
2-31   _-29 
70-37  _33  
473-5  _468 
72-6   _66  
81-40  _41  
724-68 _656 
740-155_585 
535-95 _440 
0-854  _-854
490-69 _421 
640-55 _585 
9-729  _-720
443-8  _435 
107-17 _90  
678-54 _624 
0-368  _-368
553-346_207 
71-912 _-841
357-214_143 
720-19 _701 
323-374_-51 
72-72  _0   
74-268 _-194
77-74  _3   
923-546_377 
84-0   _84  
607-7  _600 
65-570 _-505
566-106_460 
23-36  _-13 
56-514 _-458
316-293_23  
46-823 _-777
685-329_356 
13-745 _-732
51-40  _11  
61-110 _-49 
0-42   _-42 
497-48 _449 
323-95 _228 
35-400 _-365
3-492  _-489
844-870_-26 
374-6  _368 
98-939 _-841
4-879  _-875
397-330_67  
21-4   _17  
24-58  _-34 
509-14 _495 
372-34 _338 
41-177 _-136
38-489 _-451
726-3  _723 
32-63  _-31 
731-5  _726 
267-2  _265 
131-76 _55  
87-8   _79  
657-697_-40 
347-8  _339 
41-47  _-6  
52-76  _-24 
762-369_393 
652-2  _650 
392-222_170 
336-751_-415
910-4  _906 
101-41 _60  
26-380 _-354
83-94  _-11 
8-991  _-983
53-206 _-153
511-308_203 
54-40  _14  
3-202  _-199
923-44 _879 
4-334  _-330
6-296  _-290
95-33  _62  
12-0   _12  
908-9  _899 
49-309 _-260
490-6  _484 
165-777_-612
1-744  _-743
993-152_841 
908-3  _905 
851-15 _836 
38-9   _29  
8-459  _-451
15-855 _-840
965-16 _949 
35-2   _33  
379-9  _370 
22-46  _-24 
287-587_-300
32-108 _-76 
